ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6153817,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15675,-283,1,0,0,1,Medicine staff,2.0
5010431,F,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11107,-130,1,0,0,0,Sales staff,3.0
5010432,F,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11107,-130,1,0,0,0,Sales staff,3.0
5010434,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
5010435,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
5010436,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
5010437,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
5010438,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
5010439,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
5010443,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
5010444,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
6153563,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
6153565,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
6153566,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21518,365243,1,0,0,0,,2.0
5010447,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0
5010448,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0
5010449,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0
5010450,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0
5010451,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0
5010452,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0
6153568,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0
5010453,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13247,-5823,1,1,0,0,Core staff,2.0
5010454,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13247,-5823,1,1,0,0,Core staff,2.0
5010455,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13247,-5823,1,1,0,0,Core staff,2.0
5010456,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0
5010457,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0
5010458,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0
5010459,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0
5010460,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0
5010461,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0
5010462,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0
5010463,F,N,Y,0,171000.0,Student,Higher education,Married,House / apartment,-18756,-3904,1,0,0,1,Core staff,2.0
5010465,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12622,-678,1,0,1,0,Sales staff,3.0
5010466,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12622,-678,1,0,1,0,Sales staff,3.0
5010467,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12622,-678,1,0,1,0,Sales staff,3.0
5010468,M,Y,Y,0,675000.0,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,High skill tech staff,2.0
5010470,M,Y,Y,0,675000.0,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,High skill tech staff,2.0
5010471,M,Y,Y,0,675000.0,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,High skill tech staff,2.0
5010472,M,Y,Y,0,675000.0,State servant,Higher education,Married,House / apartment,-11912,-2200,1,0,0,0,High skill tech staff,2.0
5010473,M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13087,-313,1,0,0,0,,2.0
5010474,M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13087,-313,1,0,0,0,,2.0
6153650,M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13087,-313,1,0,0,0,,2.0
5010480,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-13803,-160,1,1,1,0,,4.0
5010481,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-13803,-160,1,1,1,0,,4.0
5010482,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-13803,-160,1,1,1,0,,4.0
5010483,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-13803,-160,1,1,1,0,,4.0
5010484,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-13803,-160,1,1,1,0,,4.0
5010485,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,,2.0
5010486,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,,2.0
5010487,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,,2.0
5010488,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,,2.0
5010489,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,,2.0
5010490,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,,2.0
5010491,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,-13768,-4666,1,0,0,0,Secretaries,4.0
5010492,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,-13768,-4666,1,0,0,0,Secretaries,4.0
5010493,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,-13768,-4666,1,0,0,0,Secretaries,4.0
5010494,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,-13768,-4666,1,0,0,0,Secretaries,4.0
5010496,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,3.0
5010497,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,3.0
5010498,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,3.0
5010499,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,3.0
5010500,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,3.0
5010501,F,N,N,1,90000.0,Working,Secondary / secondary special,Separated,Rented apartment,-14210,-344,1,0,0,1,Sales staff,2.0
5010503,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17334,-2504,1,0,0,0,Sales staff,1.0
5010504,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17334,-2504,1,0,0,0,Sales staff,1.0
5010507,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,Laborers,3.0
5010508,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,Laborers,3.0
5010509,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,Laborers,3.0
5010511,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,Laborers,3.0
5010512,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,Laborers,3.0
5010513,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,Laborers,3.0
6153717,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13830,-4239,1,0,0,0,Laborers,3.0
5010515,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10053,-1652,1,0,0,1,Sales staff,2.0
5010516,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10053,-1652,1,0,0,1,Sales staff,2.0
5010517,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10053,-1652,1,0,0,1,Sales staff,2.0
5010518,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010519,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010520,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010521,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010522,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010523,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010524,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010525,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010526,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010527,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010528,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010529,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010530,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
6153718,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3.0
5010531,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20365,365243,1,0,0,0,,2.0
5010532,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20365,365243,1,0,0,0,,2.0
5010533,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20365,365243,1,0,0,0,,2.0
5010534,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-21180,-1440,1,0,0,0,Security staff,2.0
5010535,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,Laborers,4.0
5010536,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,Laborers,4.0
5010539,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,Laborers,4.0
5010540,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,Laborers,4.0
5010541,F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,Laborers,4.0
5010542,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010543,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010544,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010545,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010546,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010547,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010548,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010549,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010551,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010553,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
6153729,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
6153730,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18184,-3021,1,0,1,1,Laborers,1.0
5010556,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,High skill tech staff,2.0
5010557,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,High skill tech staff,2.0
5010558,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,High skill tech staff,2.0
5010559,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,High skill tech staff,2.0
5010560,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,High skill tech staff,2.0
5010564,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010565,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010566,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010568,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010569,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010570,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010571,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010572,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010573,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
6153731,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145,-1682,1,0,0,1,Sales staff,2.0
5010574,M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-11320,-1591,1,0,0,1,Drivers,3.0
5010575,M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-11320,-1591,1,0,0,1,Drivers,3.0
5010578,M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-11320,-1591,1,0,0,1,Drivers,3.0
5010579,M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-11320,-1591,1,0,0,1,Drivers,3.0
5010583,F,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,-14173,-1925,1,0,0,1,Accountants,3.0
6153747,F,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,-14173,-1925,1,0,0,1,Accountants,3.0
5010584,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20476,-525,1,0,0,0,Drivers,2.0
5010585,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20476,-525,1,0,0,0,Drivers,2.0
5010586,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16809,-3327,1,0,0,0,Managers,3.0
5010587,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16809,-3327,1,0,0,0,Managers,3.0
5010588,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16809,-3327,1,0,0,0,Managers,3.0
5010589,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16809,-3327,1,0,0,0,Managers,3.0
5010590,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16809,-3327,1,0,0,0,Managers,3.0
5010591,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16809,-3327,1,0,0,0,Managers,3.0
5010592,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22927,365243,1,0,0,0,,2.0
5010593,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22927,365243,1,0,0,0,,2.0
5010594,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22927,365243,1,0,0,0,,2.0
5010595,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22927,365243,1,0,0,0,,2.0
5010596,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22927,365243,1,0,0,0,,2.0
5010597,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22927,365243,1,0,0,0,,2.0
5010598,F,N,Y,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10916,-921,1,0,0,0,Accountants,3.0
5090697,F,N,Y,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10916,-921,1,0,0,0,Accountants,3.0
5010599,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,Drivers,4.0
5010600,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,Drivers,4.0
5010601,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,Drivers,4.0
5010602,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,Drivers,4.0
5010603,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,Drivers,4.0
5010604,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,Drivers,4.0
5010605,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-11864,-4513,1,0,0,0,Drivers,4.0
5010606,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1.0
5010607,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1.0
5010608,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1.0
5010609,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1.0
5010610,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1.0
6153759,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1.0
6153760,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,365243,1,0,1,0,,1.0
5010613,F,N,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-18551,-1226,1,0,0,0,Cleaning staff,2.0
5010615,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21183,-1104,1,0,0,0,Cleaning staff,2.0
5010616,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21183,-1104,1,0,0,0,Cleaning staff,2.0
5010617,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21183,-1104,1,0,0,0,Cleaning staff,2.0
5010620,F,N,Y,0,103500.0,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2.0
5010621,F,N,Y,0,103500.0,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2.0
5010622,F,N,Y,0,103500.0,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2.0
5010623,F,N,Y,0,103500.0,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2.0
5010624,F,N,Y,0,103500.0,Pensioner,Incomplete higher,Married,House / apartment,-22254,365243,1,0,1,0,,2.0
5010625,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1.0
5010626,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1.0
5010627,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1.0
5010629,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1.0
5010630,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19421,-2017,1,0,0,0,,1.0
5010632,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010633,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010635,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010636,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010637,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010638,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010639,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010640,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010641,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,1,0,0,0,Sales staff,2.0
5010642,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19263,365243,1,0,1,0,,2.0
5010643,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19263,365243,1,0,1,0,,2.0
6153785,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-19263,365243,1,0,1,0,,2.0
5010644,M,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19096,365243,1,0,0,0,,2.0
5010645,F,Y,Y,2,67500.0,Working,Higher education,Married,House / apartment,-11925,-1621,1,0,0,0,,4.0
5010646,F,Y,Y,2,67500.0,Working,Higher education,Married,House / apartment,-11925,-1621,1,0,0,0,,4.0
5010647,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3.0
5010648,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3.0
5010649,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3.0
5010650,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3.0
5010651,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3.0
6153795,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8843,-495,1,1,1,0,Laborers,3.0
5010652,M,Y,N,0,180000.0,Working,Higher education,Single / not married,House / apartment,-11055,-1074,1,0,0,0,Laborers,1.0
5010653,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010654,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010655,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010656,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010657,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010658,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010659,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010660,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010661,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010662,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010663,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010664,M,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13360,-4086,1,0,0,0,Laborers,4.0
5010665,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2.0
5010666,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2.0
5010667,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2.0
