Car Ownership,Property Ownership,Number of Children,Annual Income,Income Category,Education Level,Marital Status,Housing Type,Age (Days),Employment Duration (Days),Work Phone,Phone,Email,Occupation,Family Size,Approved,Prediction,Actual,Explanation,Reason
0,1,0,144000.0,2,5,1,1,49,10110.0,0.0,1.0,0.0,6,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, -0.15, Family Size.","This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, -0.15, Family Size."
0,0,0,202500.0,4,1,1,1,52,4839.0,0.0,0.0,1.0,3,2.0,0,Denied,Denied,"This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Occupation, Phone, Education Level, Family Size.","This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Occupation, Phone, Education Level, Family Size."
0,0,0,202500.0,4,1,1,1,52,4839.0,0.0,0.0,1.0,3,2.0,0,Denied,Denied,"This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Occupation, Education Level, -0.15, Family Size.","This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Occupation, Education Level, -0.15, Family Size."
0,0,0,202500.0,4,1,1,1,52,4839.0,0.0,0.0,1.0,3,2.0,0,Denied,Denied,"This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Education Level, Occupation, -0.15, Family Size.","This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Education Level, Occupation, -0.15, Family Size."
0,0,0,202500.0,4,1,1,1,52,4839.0,0.0,0.0,1.0,3,2.0,0,Denied,Denied,"This application was denied due to Housing Type, Work Phone, -0.13, Car Ownership, Occupation, Phone, Education Level, -0.15, Family Size.","This application was denied due to Housing Type, Work Phone, -0.13, Car Ownership, Occupation, Phone, Education Level, -0.15, Family Size."
0,0,0,202500.0,4,1,1,1,52,4839.0,0.0,0.0,1.0,3,2.0,0,Denied,Denied,"This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Occupation, Education Level, Family Size.","This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Occupation, Education Level, Family Size."
0,0,0,202500.0,4,1,1,1,52,4839.0,0.0,0.0,1.0,3,2.0,0,Denied,Denied,"This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Occupation, Education Level, Family Size, -0.15.","This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Occupation, Education Level, Family Size, -0.15."
0,0,0,202500.0,4,1,1,1,52,4839.0,0.0,0.0,1.0,3,2.0,0,Denied,Denied,"This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Education Level, Occupation, Family Size, -0.15.","This application was denied due to Housing Type, -0.13, Work Phone, Car Ownership, Phone, Education Level, Occupation, Family Size, -0.15."
0,1,0,112500.0,1,1,4,1,60,0.0,0.0,0.0,0.0,18,1.0,0,Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Education Level, Family Size.","This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Education Level, Family Size."
0,1,0,112500.0,1,1,4,1,60,0.0,0.0,0.0,0.0,18,1.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Income Category, Email, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Education Level, Family Size.","This application was denied due to -1.62, Housing Type, Income Category, Email, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Education Level, Family Size."
0,1,0,112500.0,1,1,4,1,60,0.0,0.0,0.0,0.0,18,1.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Education Level.","This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Education Level."
1,1,0,135000.0,4,5,1,5,35,2404.0,0.0,0.0,0.0,8,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Work Phone, -0.82, -0.27, Phone.","This application was denied due to -1.62, Email, Work Phone, -0.82, -0.27, Phone."
0,1,0,67500.0,1,5,1,1,62,0.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Income Category, Email, -1.62, Housing Type, Employment Duration (Days), Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to Income Category, Email, -1.62, Housing Type, Employment Duration (Days), Work Phone, Car Ownership, Phone, Family Size."
0,1,0,67500.0,1,5,1,1,62,0.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Housing Type, Work Phone, Phone, Car Ownership, Family Size.","This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Housing Type, Work Phone, Phone, Car Ownership, Family Size."
0,1,0,67500.0,1,5,1,1,62,0.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Income Category, Employment Duration (Days), Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to -1.62, Email, Housing Type, Income Category, Employment Duration (Days), Work Phone, Car Ownership, Phone, Family Size."
0,1,0,67500.0,1,5,1,1,62,0.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
1,0,1,306000.0,4,1,1,1,25,1678.0,0.0,0.0,0.0,18,3.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, -0.57, Work Phone, -0.27, Phone, Age (Days), Education Level, Annual Income, -0.20.","This application was denied due to Email, Housing Type, -0.57, Work Phone, -0.27, Phone, Age (Days), Education Level, Annual Income, -0.20."
1,0,1,306000.0,4,1,1,1,25,1678.0,0.0,0.0,0.0,18,3.0,0,Denied,Denied,"This application was denied due to Housing Type, Email, -0.57, Work Phone, -0.27, Phone, Education Level, Age (Days).","This application was denied due to Housing Type, Email, -0.57, Work Phone, -0.27, Phone, Education Level, Age (Days)."
1,0,1,306000.0,4,1,1,1,25,1678.0,0.0,0.0,0.0,18,3.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, -0.57, Phone, -0.27, Education Level, Age (Days), -0.20.","This application was denied due to Email, Housing Type, Work Phone, -0.57, Phone, -0.27, Education Level, Age (Days), -0.20."
1,0,1,306000.0,4,1,1,1,25,1678.0,0.0,0.0,0.0,18,3.0,0,Denied,Denied,"This application was denied due to Housing Type, Email, Work Phone, -0.57, Age (Days), -0.20, -0.27, Education Level, Phone.","This application was denied due to Housing Type, Email, Work Phone, -0.57, Age (Days), -0.20, -0.27, Education Level, Phone."
1,0,1,306000.0,4,1,1,1,25,1678.0,0.0,0.0,0.0,18,3.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, -0.57, -0.27, Phone, Education Level, Age (Days), -0.20, Annual Income.","This application was denied due to Email, Housing Type, Work Phone, -0.57, -0.27, Phone, Education Level, Age (Days), -0.20, Annual Income."
1,0,1,306000.0,4,1,1,1,25,1678.0,0.0,0.0,0.0,18,3.0,0,Denied,Denied,"This application was denied due to Housing Type, Email, -0.57, Work Phone, -0.27, Phone, -0.20, Education Level, Age (Days).","This application was denied due to Housing Type, Email, -0.57, Work Phone, -0.27, Phone, -0.20, Education Level, Age (Days)."
1,0,1,306000.0,4,1,1,1,25,1678.0,0.0,0.0,0.0,18,3.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, -0.57, Phone, -0.27, Age (Days), Education Level, -0.20.","This application was denied due to Email, Housing Type, Work Phone, -0.57, Phone, -0.27, Age (Days), Education Level, -0.20."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Income Category, Housing Type, Email, -0.13, Work Phone, Car Ownership, Phone, Family Size, -0.77.","This application was denied due to -1.62, Income Category, Housing Type, Email, -0.13, Work Phone, Car Ownership, Phone, Family Size, -0.77."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Work Phone, Car Ownership, Phone.","This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Work Phone, Car Ownership, Phone."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Income Category, -0.13, Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to -1.62, Email, Housing Type, Income Category, -0.13, Work Phone, Car Ownership, Phone, Family Size."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Work Phone, Car Ownership, Phone, Family Size."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Income Category, Housing Type, Email, -0.13, Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to -1.62, Income Category, Housing Type, Email, -0.13, Work Phone, Car Ownership, Phone, Family Size."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Work Phone, Car Ownership, Phone.","This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Work Phone, Car Ownership, Phone."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, -0.13, Work Phone, Car Ownership, Phone.","This application was denied due to -1.62, Housing Type, Email, Income Category, -0.13, Work Phone, Car Ownership, Phone."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, -0.13, Housing Type, Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to -1.62, Email, Income Category, -0.13, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
0,1,0,202500.0,0,5,1,1,57,1583.0,0.0,0.0,0.0,11,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Work Phone, Car Ownership, Family Size, Phone.","This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Work Phone, Car Ownership, Family Size, Phone."
0,1,1,202500.0,0,5,1,1,39,856.0,0.0,0.0,0.0,14,3.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, -0.57, Work Phone, Car Ownership, Phone, -0.20, -0.85.","This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, -0.57, Work Phone, Car Ownership, Phone, -0.20, -0.85."
1,1,1,202500.0,0,5,2,1,32,429.0,0.0,0.0,0.0,4,2.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Income Category, Email, Marital Status, -0.13, -0.57, Work Phone, Occupation, Phone, Age (Days).","This application was denied due to -1.62, Housing Type, Income Category, Email, Marital Status, -0.13, -0.57, Work Phone, Occupation, Phone, Age (Days)."
0,1,0,135000.0,4,5,1,1,49,578.0,0.0,0.0,0.0,4,2.0,0,Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, Car Ownership, Phone, Occupation, -0.15, Family Size.","This application was denied due to Email, -1.62, Housing Type, Work Phone, Car Ownership, Phone, Occupation, -0.15, Family Size."
0,1,0,135000.0,4,5,1,1,49,578.0,0.0,0.0,0.0,4,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, Phone, Family Size.","This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Occupation, Phone, Family Size."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to Email, -1.62, Employment Duration (Days), Housing Type, Education Level, Age (Days).","This application was denied due to Email, -1.62, Employment Duration (Days), Housing Type, Education Level, Age (Days)."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days), Family Size.","This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days), Family Size."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days), Family Size.","This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days), Family Size."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Age (Days), Education Level.","This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Age (Days), Education Level."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days), Family Size.","This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days), Family Size."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days).","This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days)."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Employment Duration (Days), Age (Days), Education Level, Family Size.","This application was denied due to -1.62, Housing Type, Email, Employment Duration (Days), Age (Days), Education Level, Family Size."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Employment Duration (Days), Email, Education Level, Age (Days).","This application was denied due to -1.62, Housing Type, Employment Duration (Days), Email, Education Level, Age (Days)."
1,1,0,360000.0,4,2,1,1,27,122.0,1.0,1.0,0.0,14,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days), Family Size.","This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Education Level, Age (Days), Family Size."
0,0,0,76500.0,4,5,1,1,41,5027.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to Email, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
0,1,2,126000.0,4,1,1,1,34,4900.0,0.0,1.0,1.0,6,4.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, Car Ownership, Number of Children, Occupation, Education Level, Age (Days).","This application was denied due to -1.62, Housing Type, Work Phone, Car Ownership, Number of Children, Occupation, Education Level, Age (Days)."
0,1,2,126000.0,4,1,1,1,34,4900.0,0.0,1.0,1.0,6,4.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, Number of Children, Car Ownership, Education Level, Age (Days), Occupation.","This application was denied due to -1.62, Housing Type, Work Phone, Number of Children, Car Ownership, Education Level, Age (Days), Occupation."
0,1,2,126000.0,4,1,1,1,34,4900.0,0.0,1.0,1.0,6,4.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, Car Ownership, Number of Children, Occupation, Education Level, Age (Days).","This application was denied due to -1.62, Housing Type, Work Phone, Car Ownership, Number of Children, Occupation, Education Level, Age (Days)."
0,1,2,126000.0,4,1,1,1,34,4900.0,0.0,1.0,1.0,6,4.0,0,Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, Car Ownership, Number of Children, Age (Days), Occupation, Education Level.","This application was denied due to -1.62, Housing Type, Work Phone, Car Ownership, Number of Children, Age (Days), Occupation, Education Level."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Education Level.","This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Education Level."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Family Size, Education Level.","This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Family Size, Education Level."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Phone, Car Ownership, -0.27, Age (Days), Education Level, Family Size.","This application was denied due to Email, Housing Type, Work Phone, Phone, Car Ownership, -0.27, Age (Days), Education Level, Family Size."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Car Ownership, Work Phone, Phone, -0.27, Age (Days), Education Level, Family Size.","This application was denied due to Email, Housing Type, Car Ownership, Work Phone, Phone, -0.27, Age (Days), Education Level, Family Size."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Education Level, Family Size.","This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Education Level, Family Size."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Education Level, Age (Days), Family Size, Annual Income.","This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Education Level, Age (Days), Family Size, Annual Income."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Education Level, Family Size.","This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Education Level, Family Size."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Education Level, Annual Income.","This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Phone, Age (Days), Education Level, Annual Income."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, -0.27, Car Ownership, Phone, Education Level, Age (Days).","This application was denied due to Email, Housing Type, Work Phone, -0.27, Car Ownership, Phone, Education Level, Age (Days)."
0,0,0,270000.0,2,2,1,1,26,1674.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, Phone, -0.27, Education Level, Age (Days).","This application was denied due to Email, Housing Type, Work Phone, Car Ownership, Phone, -0.27, Education Level, Age (Days)."
0,0,1,40500.0,2,5,1,4,35,1952.0,0.0,0.0,0.0,2,3.0,0,Denied,Denied,"This application was denied due to Email, Work Phone, -0.57, Occupation, Car Ownership, Phone, -0.27, -0.85.","This application was denied due to Email, Work Phone, -0.57, Occupation, Car Ownership, Phone, -0.27, -0.85."
0,0,1,40500.0,2,5,1,4,35,1952.0,0.0,0.0,0.0,2,3.0,0,Denied,Denied,"This application was denied due to Email, Work Phone, -0.57, -0.27, Car Ownership, Occupation, Phone, -0.20, -0.85.","This application was denied due to Email, Work Phone, -0.57, -0.27, Car Ownership, Occupation, Phone, -0.20, -0.85."
0,0,1,40500.0,2,5,1,4,35,1952.0,0.0,0.0,0.0,2,3.0,0,Denied,Denied,"This application was denied due to Email, Work Phone, -0.57, -0.27, Car Ownership, Occupation, Phone, -0.85.","This application was denied due to Email, Work Phone, -0.57, -0.27, Car Ownership, Occupation, Phone, -0.85."
0,0,1,40500.0,2,5,1,4,35,1952.0,0.0,0.0,0.0,2,3.0,0,Denied,Denied,"This application was denied due to Email, -0.57, Work Phone, Car Ownership, -0.27, Phone, Occupation, -0.20, -0.85.","This application was denied due to Email, -0.57, Work Phone, Car Ownership, -0.27, Phone, Occupation, -0.20, -0.85."
1,1,0,247500.0,4,2,2,1,53,1375.0,1.0,0.0,0.0,0,1.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Education Level, Phone, Occupation, -0.15.","This application was denied due to -1.62, Email, Housing Type, Marital Status, Education Level, Phone, Occupation, -0.15."
1,1,0,247500.0,4,2,2,1,53,1375.0,1.0,0.0,0.0,0,1.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Education Level, Occupation, Phone, Family Size, -0.15.","This application was denied due to -1.62, Email, Housing Type, Marital Status, Education Level, Occupation, Phone, Family Size, -0.15."
1,1,0,247500.0,4,2,2,1,53,1375.0,1.0,0.0,0.0,0,1.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Phone, Occupation, Education Level, -0.15, Family Size.","This application was denied due to -1.62, Email, Housing Type, Marital Status, Phone, Occupation, Education Level, -0.15, Family Size."
1,1,0,247500.0,4,2,2,1,53,1375.0,1.0,0.0,0.0,0,1.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Occupation, Phone, Education Level, Family Size, -0.15, Annual Income.","This application was denied due to -1.62, Email, Housing Type, Marital Status, Occupation, Phone, Education Level, Family Size, -0.15, Annual Income."
1,1,0,247500.0,4,2,2,1,53,1375.0,1.0,0.0,0.0,0,1.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Phone, Education Level, Occupation, -0.15.","This application was denied due to -1.62, Email, Housing Type, Marital Status, Phone, Education Level, Occupation, -0.15."
0,1,0,112500.0,1,5,1,1,59,0.0,0.0,0.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size.","This application was denied due to Email, -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
1,1,1,306000.0,0,5,1,1,52,1309.0,0.0,1.0,0.0,10,3.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, -0.57, -0.82.","This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, -0.57, -0.82."
1,1,1,306000.0,0,5,1,1,52,1309.0,0.0,1.0,0.0,10,3.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, -0.57, -0.82, -0.20, Annual Income, -0.15.","This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, -0.57, -0.82, -0.20, Annual Income, -0.15."
1,1,0,360000.0,1,1,1,1,58,0.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, Work Phone, Education Level, Family Size.","This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, Work Phone, Education Level, Family Size."
1,1,0,360000.0,1,1,1,1,58,0.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Housing Type, Work Phone, Education Level, Family Size.","This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Housing Type, Work Phone, Education Level, Family Size."
1,1,0,360000.0,1,1,1,1,58,0.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Education Level, Family Size.","This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Education Level, Family Size."
1,1,0,360000.0,1,1,1,1,58,0.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, Work Phone, Education Level, Family Size, Annual Income.","This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, Work Phone, Education Level, Family Size, Annual Income."
1,1,0,360000.0,1,1,1,1,58,0.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to Email, -1.62, Employment Duration (Days), Income Category, Housing Type, Work Phone, Education Level.","This application was denied due to Email, -1.62, Employment Duration (Days), Income Category, Housing Type, Work Phone, Education Level."
1,1,0,360000.0,1,1,1,1,58,0.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Income Category, Employment Duration (Days), Work Phone, Education Level, Family Size.","This application was denied due to -1.62, Email, Housing Type, Income Category, Employment Duration (Days), Work Phone, Education Level, Family Size."
1,1,0,360000.0,1,1,1,1,58,0.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Education Level.","This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Education Level."
0,1,0,225000.0,2,1,1,1,52,2435.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.13, Car Ownership, Work Phone, -0.27, Education Level, -0.15, Family Size.","This application was denied due to -1.62, Email, Housing Type, -0.13, Car Ownership, Work Phone, -0.27, Education Level, -0.15, Family Size."
0,1,0,225000.0,2,1,1,1,52,2435.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, Education Level, -0.27, -0.15.","This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, Education Level, -0.27, -0.15."
0,1,0,225000.0,2,1,1,1,52,2435.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, -0.27, -0.15, Education Level, Family Size.","This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, -0.27, -0.15, Education Level, Family Size."
0,1,0,225000.0,2,1,1,1,52,2435.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, -0.27, Family Size, Education Level, -0.15.","This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, -0.27, Family Size, Education Level, -0.15."
0,1,0,225000.0,2,1,1,1,52,2435.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, -0.27, Education Level, -0.15, Family Size.","This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, -0.27, Education Level, -0.15, Family Size."
0,1,0,225000.0,2,1,1,1,52,2435.0,0.0,1.0,0.0,18,2.0,0,Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, Education Level, -0.27, -0.15, Family Size.","This application was denied due to -1.62, Email, Housing Type, -0.13, Work Phone, Car Ownership, Education Level, -0.27, -0.15, Family Size."
